School Name,address,postal_code,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,Latitude,Longitude,Full Address
WEST SPRING SECONDARY SCHOOL,61 SENJA  ROAD   ,677737,68929468,na,WESTSPRINGSS@MOE.EDU.SG,"BUKIT PANJANG MRT, JELAPANG LRT, SENJA LRT","920, 972, 976",MADAM YONG LI LING BELINDA,MR MALVIN CHAN HUAN JIAN,MADAM SIM BEE LIAN (SHEN MEILIAN),na,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.38782283303782,103.760128840155,61 SENJA ROAD WEST SPRING SECONDARY SCHOOL SINGAPORE 677737
WEST VIEW PRIMARY SCHOOL,31 SENJA ROAD   ,677742,67600147,na,WVPS@MOE.EDU.SG,"Bukit Panjang MRT, SENJA LRT (A13)","170,171,176,178,180,000,000,000,000,000",MR LEE FOOK LOONG EUGENE,MADAM ONG POH CHOO DORIS,MADAM SITI SUHAILA BTE SAPIHE,na,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3836758200336,103.760240434318,31 SENJA ROAD WEST VIEW PRIMARY SCHOOL SINGAPORE 677742
WESTWOOD PRIMARY SCHOOL,1 Jurong West Street 73   ,649188,67945084,na,westwood_ps@moe.edu.sg,Boon Lay MRT Station,"181, 502 & 243",MR MAH SENG THONG ANDREW,MR CHEE CHIT YENG,MR LOW MIN CHYE,MISS CHONG HUAY LENG,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34718456606375,103.70053420978,1 JURONG WEST STREET 73 WESTWOOD PRIMARY SCHOOL SINGAPORE 649188
WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25   ,648350,67929738,na,WESTWOOD_SS@MOE.EDU.SG,BOON LAY MRT,"172, 181, 181M, 185, 199, 405, 974, 974A",MR ABDUL HARRIS B SUMARDI,MR HOI WENG KIT DERRICK,MISS THEODORA HUANG XINYI,na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35373698510994,103.701772102139,11 JURONG WEST STREET 25 WESTWOOD SECONDARY SCHOOL SINGAPORE 648350
WHITE SANDS PRIMARY SCHOOL,2 PASIR RIS ST 11   ,519075,65815013,na,WSPS@MOE.EDU.SG,Pasir Ris MRT Station,"12, 17, 21, 39, 53, 81, 518, 109",MADAM WONG LIN LIN AUDREY,MS REZINA KHAN D/O ABDUL RAHIM,MISS TIONG LINA,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.36555714668553,103.960918869319,2 PASIR RIS STREET 11 WHITE SANDS PRIMARY SCHOOL SINGAPORE 519075
WHITLEY SECONDARY SCHOOL,30 BISHAN STREET 24   ,579747,64591330,na,WHITLEY_SS@MOE.EDU.SG,"BISHAN MRT, MARYMOUNT MRT","13, 52, 54, 74, 74E, 88, 162, 162M,  588, 410, 851, 852",MISS KOH LIN LYNN,MR TAN YIT KEE,MR TAY KIM SENG,na,na,na,na,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35505208480649,103.842552378136,30 BISHAN STREET 24 WHITLEY SECONDARY SCHOOL SINGAPORE 579747
WOODGROVE PRIMARY SCHOOL,2 WOODLANDS DRIVE 14   ,738079,68943372,na,WOODGROVE_PS@MOE.EDU.SG,Woodlands MRT Station,901,MS ADELINE TAN WEE KIAW,MR PHANG TECK HOW,MR SIM YONG MING,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43273620725049,103.79023031392,2 WOODLANDS DRIVE 14 COMMIT LEARNING SCHOOLHOUSE @ WOODGROVE PRIMARY SCHOOL SINGAPORE 738079
WOODGROVE SECONDARY SCHOOL,3 WOODLANDS AVENUE 6   ,738990,68934458,na,WOODGROVE_SS@MOE.EDU.SG,"WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M",MR CHUA CHOR HUAT,MADAM TAN PHAIK HOON (CHEN BIHONG),MRS VENKATRAMAN CHITHRA,MR LOKE KOK LEONG,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.42831828137013,103.79604758539,3 WOODLANDS AVENUE 6 WOODGROVE SECONDARY SCHOOL SINGAPORE 738990
WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50   ,738853,63671165,na,WPS@MOE.EDU.SG,Woodlands,912 & 912E,MISS KUCK LI LIAN LILLIAN,MR RAZALI B SENIN,MISS SUSANNA CHAU,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43658270720199,103.791791282236,10 WOODLANDS DRIVE 50 COMMIT LEARNING SCHOOLHOUSE @ WOODLANDS PRIMARY SCHOOL SINGAPORE 738853
WOODLANDS RING PRIMARY SCHOOL,11 WOODLANDS RING ROAD   ,738240,63643490,na,WRPS@MOE.EDU.SG,Admiralty MRT Station,912,MISS GEETHA D/O DORAISAMY,MR LIM KIM THYE,MR CHEW CHIN MING,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43495229315857,103.797435733144,11 WOODLANDS RING ROAD WOODLANDS RING PRIMARY SCHOOL SINGAPORE 738240
WOODLANDS RING SECONDARY SCHOOL,21 WOODLANDS AVENUE 1   ,739062,na,na,WRSS@MOE.EDU.SG,ADMIRALTY MRT,912,MR LAM YUI- P'NG,MR TAY YONG SEAH MELVIN,"MR SIM KOK HIAN, KENNETH",MR HEE JUAY AY,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.43070452883799,103.777625748539,21 WOODLANDS AVENUE 1 WOODLANDS RING SECONDARY SCHOOL (TILL JAN 2029) SINGAPORE 739062
WOODLANDS SECONDARY SCHOOL,11 MARSILING ROAD   ,739111,62691774,na,WSS@MOE.EDU.SG,"MARSILING MRT, WOODLANDS MRT","913, 913M, 913, 913T, 178, 856, 903",MISS MOH CUI RONG REBECCA,MADAM MASAYU BINTE MAHMUD,MR TAY HONG JOO STEVEN,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.43912528141356,103.774586410437,11 MARSILING ROAD WOODLANDS SECONDARY SCHOOL SINGAPORE 739111
XINGHUA PRIMARY SCHOOL,45 HOUGANG AVENUE 1   ,538882,62838831,na,XINGHUA_PS@MOE.EDU.SG,Kovan MRT Station,"Bus services 53, 62, 112, 113, 115",MR LEOW YEN MIN,MISS PHUA AI LEI,MS TAN BEE YIN (CHEN MEIYING),na,na,na,na,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.35790893589535,103.890472887906,45 HOUGANG AVENUE 1 XINGHUA PRIMARY SCHOOL SINGAPORE 538882
XINGNAN PRIMARY SCHOOL,5 JURONG WEST STREET 91   ,649036,67921493,na,XINGNAN_PS@MOE.EDU.SG,Pioneer MRT Station,Bus 99 & 241,"MADAM CHAN SIN LI, CINDY",MDM ANG HWEE LOO,MADAM S ANITHA,na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34254744877694,103.687950252103,5 JURONG WEST STREET 91 XINGNAN PRIMARY SCHOOL SINGAPORE 649036
XINMIN PRIMARY SCHOOL,9 HOUGANG AVENUE 8   ,538784,62880334,na,XINMIN_PS@MOE.EDU.SG,Nil,"74, 147, 165, 112",MADAM TAN KAY LING,MRS AHKEELA JULIA BEE D/O HANIFAH,MR LIM BOON TECK,na,na,na,na,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37139548941931,103.883080767491,9 HOUGANG AVENUE 8 XINMIN PRIMARY SCHOOL SINGAPORE 538784
XINMIN SECONDARY SCHOOL,11 HOUGANG AVENUE 8   ,538789,63851068,na,XINMIN_SS@MOE.EDU.SG,HOUGANG MRT,"25, 43, 43M, 55, 70, 70A, 70B, 70M, 72, 72A, 73, 73A, 74, 88, 88A, 103, 109, 109A, 112, 116, 132, 147, 159, 159A, 161, 165, 329, 660, 854, 854E",MR TAN SOON HUI,MR GOH KAR WHEE,MADAM KOMATHI D/O P KESAVAN,MR TAN KOK KWANG,na,na,na,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.37255884700002,103.88305161385,11 HOUGANG AVENUE 8 XINMIN SECONDARY SCHOOL SINGAPORE 538789
XISHAN PRIMARY SCHOOL,8 YISHUN STREET 21   ,768611,67588361,na,XISHAN_PS@MOE.EDU.SG,Alight at Yishun MRT Station; Take Exit C; Walk towards Yishun Street 21,"Along Yishun Ave 2,take Bus Service 117, 169, 804, 812, 965. Alight at Blk 220. Along Yishun Ring Road,take Bus Service 1N, 800, 804, NR1. Alight at Blk 227 or 236.","MADAM NGOH YING LI, JANE",MISS LATHA D/O SINASAMY,MADAM LEE WEE LING (LI WEILIN),na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43347186925064,103.837755319448,8 YISHUN STREET 21 XISHAN PRIMARY SCHOOL SINGAPORE 768611
YANGZHENG PRIMARY SCHOOL,15 SERANGOON AVENUE 3   ,556108,62879778,na,YZPS@MOE.EDU.SG,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3); 133 & 135(Serangoon Ave 2)",MRS LIM- FOO BOON CHING,MR ERIC LEE WEI TAT,MISS MICHELLE HUANG,MADAM TAN ENG ENG JENNY,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34864575840923,103.868595527042,15 SERANGOON AVENUE 3 YANGZHENG PRIMARY SCHOOL SINGAPORE 556108
YEW TEE PRIMARY SCHOOL,10 CHOA CHU KANG ST 64   ,689100,67675450,na,YTPS@MOE.EDU.SG,Yew Tee MRT Station,307,MADAM NUR SABARIAH BTE MOHD IBRAHIM,MR NG SIOK KWANG ANDREW,MADAM TOH GUAT HWA PAULINE,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39676600905037,103.750985967346,10 CHOA CHU KANG STREET 64 YEW TEE PRIMARY SCHOOL SINGAPORE 689100
YIO CHU KANG PRIMARY SCHOOL,1 HOUGANG STREET 51   ,538720,63855915,na,YCKPS@MOE.EDU.SG,Hougang MRT Station; Yio Chu Kang MRT Station,"88,101,109,159,161 and 325",MS POH HWEE THING,MADAM RAMACHANDRA SUGUNA,MR TAN TECK MING,na,na,na,na,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37793264345276,103.885643682171,1 HOUGANG STREET 51 YIO CHU KANG PRIMARY SCHOOL SINGAPORE 538720
YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5   ,569868,65522927,na,YCKSS@MOE.EDU.SG,YIO CHU KANG MRT,"13, 45, 86, 138, 162, 269, 851, 852, 853",MADAM BETTY CHANG,MR LIM HOCK CHYE KEVIN,"MR PEK XU HAO, ALVIN",na,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.37797597740925,103.84213696352,3063 ANG MO KIO AVENUE 5 YIO CHU KANG SECONDARY SCHOOL SINGAPORE 569868
YISHUN INNOVA JUNIOR COLLEGE,3 YISHUN RING ROAD   ,768675,62574373,na,yijc@moe.edu.sg,"Yishun, Khatib","167, 169, 171, 800, 812",MR MICHAEL DE SILVA,MRS LEE HUI XIN,MR LOI GUANG YOU,MISS CHOY WEN JU JULIEANNE,MR LONG TIEN HO,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL,1.42426692572335,103.83003171149,3 YISHUN RING ROAD YISHUN INNOVA JUNIOR COLLEGE SINGAPORE 768675
YISHUN PRIMARY SCHOOL,500 YISHUN RING ROAD   ,768679,67554198,na,YPS@MOE.EDU.SG,Yishun,Translink Feeder Service 800 & 812,MR CHAN WENG YEW MARVIN,MADAM FARLINAH SUPAAH,"MISS WONG PEI LI, PAMELA",MR LEE HAN KEONG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43338602975674,103.834087115915,500 YISHUN RING ROAD YISHUN PRIMARY SCHOOL SINGAPORE 768679
YISHUN SECONDARY SCHOOL,4 YISHUN STREET 71   ,768516,67557748,na,YISHUN_SS@MOE.EDU.SG,"YISHUN MRT, KHATIB MRT","167,  169,  171,  800,  807, 811, 812,  856,  858,  859,  860,  969, 980",MRS REGINA LEE,MRS CHAN WEE MING,MR TAY HIANG SOON,MR JAYAKUMAR S/O NAVARETNAM,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.42813324276086,103.828764316679,4 YISHUN STREET 71 YISHUN SECONDARY SCHOOL SINGAPORE 768516
YISHUN TOWN SECONDARY SCHOOL,6 YISHUN STREET 21   ,768610,67559112,na,YTSS@MOE.EDU.SG,YISHUN MRT,"39, 85, 171, 800, 803, 804, 806, 811, 812, 851, 852, 853, 853C, 854, 854E, 855, 856, 857, 859, 860",MR NG TEO HENG,MADAM CH'NG YUEN PING,MR GOH YINGLUN ALLAN,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.43232156717386,103.838094226361,6 YISHUN STREET 21 YISHUN TOWN SECONDARY SCHOOL SINGAPORE 768610
YU NENG PRIMARY SCHOOL,56 BEDOK NORTH ST 3   ,469623,64498564,na,YNPS@MOE.EDU.SG,"Bedok MRT Station (East-West Line), Bedok Reservoir MRT STation (Downtown line)","14, 17, 18, 28, 66, 67, 69, 225",MR NG YEOW LING,MISS ONG PEI FEN JAMIE,MR EDWIN ONG YOKE YAM,MR SATIISH SATHASILVAM,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.33388930344069,103.932144857355,56 BEDOK NORTH STREET 3 YU NENG PRIMARY SCHOOL SINGAPORE 469623
YUAN CHING SECONDARY SCHOOL,103 YUAN CHING ROAD   ,618654,62616275,na,YCSS@MOE.EDU.SG,LAKESIDE MRT,"49, 98, 98M, 154, 180, 187, 240, 240M, 246",MR SHAWAL BIN HUSSIN,MR TANG HSIN WEI,MISS TANG SHIEN YIN,"MR TEO HUI YAO, JULIUS",na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.34200635764467,103.72089870437,103 YUAN CHING ROAD YUAN CHING SECONDARY SCHOOL SINGAPORE 618654
YUHUA PRIMARY SCHOOL,158 JURONG EAST STREET 24   ,609558,65648278,na,YUHUA_PS@MOE.EDU.SG,"Jurong East, Bukit Batok","98,98A,187,333,502,507,NR5",MRS RUTH TAI MEI FEN,MADAM ZOEY LIM CHING SIA,na,na,na,na,na,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34280230475033,103.741105772644,158 JURONG EAST STREET 24 YUHUA PRIMARY SCHOOL SINGAPORE 609558
YUHUA SECONDARY SCHOOL,35 JURONG WEST STREET 41   ,649406,65696689,na,YUHUA_SS@MOE.EDU.SG,LAKESIDE MRT,"49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502","MR PANG CHIN KEAT, KEVIN",MR TAN CHIN GUAN,MISS CHIA KEL- LI,na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.34718626876968,103.722687235839,35 JURONG WEST STREET 41 YUHUA SECONDARY SCHOOL SINGAPORE 649406
YUMIN PRIMARY SCHOOL,3 TAMPINES STREET 21   ,529393,67845554,na,YUMIN_PS@MOE.EDU.SG,Tampines MRT Station,3,MRS NG- TEO SOCK HUA,MR ABDUL MUTALIB B MOHAMMED AMIN,MADAM TAN BETTY,na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.35129177656981,103.950461927088,3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393
YUSOF ISHAK SECONDARY SCHOOL,8 SUMANG WALK   ,828676,65675502,na,YISS@MOE.EDU.SG,PUNGGOL MRT,"117, 382W, 43",MR CHEN ZIYANG,MISS LOH SEIN LING,MR CHEONG TIEN BENG,"LIN ZHEN JIANG, TEDDY",na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.40693702458178,103.896275149571,8 SUMANG WALK YUSOF ISHAK SECONDARY SCHOOL SINGAPORE 828676
YUYING SECONDARY SCHOOL,47 HOUGANG AVENUE 1   ,538884,62871607,na,YUYING_SS@MOE.EDU.SG,"KOVAN MRT, SERANGOON MRT, HOUGANG MRT","25, 51, 53, 53M, 55, 62, 87, 113, 119, 151, 854",MR CHONG JACK SHENG,MR CHAN IVIN,MR CHEONG KAH KAY GABRIEL,MADAM TAN HUI LING,na,na,na,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35713595302467,103.890194755287,47 HOUGANG AVENUE 1 YUYING SECONDARY SCHOOL SINGAPORE 538884
ZHANGDE PRIMARY SCHOOL,51 Jalan Membina   ,169485,62763042,na,ZHANGDE_PS@MOE.EDU.SG,Tiong Bahru MRT Station,"16,33,63,123,195,605,851,14,65,147,167,196,197,961",MADAM RITA RAJ LAL,MRS LIM PEGGY,MR CHAN CHEONG CHEONG,MADAM WOO LI SAN,na,na,na,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.28421153335379,103.825951875662,51 JALAN MEMBINA ZHANGDE PRIMARY SCHOOL SINGAPORE 169485
ZHENGHUA PRIMARY SCHOOL,9 Fajar Road   ,679002,67636459,na,ZHENGHUA_PS@MOE.EDU.SG,LRT: Fajar Station,"190, 184, 187, 700, 700A, 921",MADAM WONG HIAN HWEE CONSTANCE,MR YANG PECK CHIONG TOMMY,MISS SANTHANA MARY D/O POOBALAN,MADAM SNG YEE YEE,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37954887512229,103.769313521752,9 FAJAR ROAD ZHENGHUA PRIMARY SCHOOL SINGAPORE 679002
ZHENGHUA SECONDARY SCHOOL,62 Bukit Panjang Ring Road   ,679962,67633577,na,ZHENGHUA_SS@MOE.EDU.SG,JELAPANG LRT,"920, 922, 976",MR NG HOCK SOON,MADAM TAN PEI LEE ELAINE,MR SAMUEL LIM KOK BOON,MISS HE AIFEN,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.38836583415352,103.765510638527,62 BUKIT PANJANG RING ROAD ZHENGHUA SECONDARY SCHOOL SINGAPORE 679962
ZHONGHUA PRIMARY SCHOOL,12 SERANGOON AVENUE 4   ,556095,62823882,na,ZHONGHUA_PS@MOE.EDU.SG,"Ang Mo Kio MRT, Bishan MRT, Serangoon MRT","Boundary Road: 22,24,53,105,156,315,853,501,502; Yio Chu Kang Road: 70,76,103,147,156,501,502",MRS CHAN LE CHIN,MADAM THAM SIEW LENG MRS TAN SIEW LENG,MRS TRINA POOK SIM NAR,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.36020329705047,103.869762438084,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095
ZHONGHUA SECONDARY SCHOOL,13 SERANGOON AVENUE 3   ,556123,62823472,na,ZHONGHUA_SS@MOE.EDU.SG,SERANGOON MRT,"22, 43, 45, 53, 58, 70, 81, 82, 100, 101, 103, 105, 107, 109, 133, 135, 147, 153, 158, 315, 317, 853",MR TAN KIM KOON,MR SHAHUL HAMEED S/O KUTHUBUDEEN,MS TEO CELINE,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,na,1.34840720846208,103.869430481414,13 SERANGOON AVENUE 3 ZHONGHUA SECONDARY SCHOOL SINGAPORE 556123
